product_sk,product_code,category_id,valid_from,valid_to
2164,P108144,C10,2019-04-01,9999-12-31
2165,P108149,C04,2019-04-01,9999-12-31
2166,P108159,C04,2019-04-01,9999-12-31
2167,P108162,C06,2019-04-01,9999-12-31
2168,P108174,C06,2019-04-01,9999-12-31
2169,P108179,C14,2019-04-01,9999-12-31
2170,P108186,C14,2019-04-01,9999-12-31
2171,P108191,C06,2019-04-01,9999-12-31
2172,P108200,C10,2019-04-01,9999-12-31
2173,P108206,C04,2019-04-01,2024-05-31
2174,P108216,C11,2019-04-01,9999-12-31
2175,P108221,C01,2019-04-01,9999-12-31
2176,P108227,C04,2019-04-01,9999-12-31
2177,P108234,C01,2019-04-01,9999-12-31
2178,P108239,C13,2019-04-01,9999-12-31
2179,P108247,C08,2019-04-01,9999-12-31
2180,P108258,C01,2019-04-01,9999-12-31
2181,P108262,C07,2019-04-01,9999-12-31
2182,P108272,C10,2019-04-01,9999-12-31
2183,P108275,C07,2019-04-01,9999-12-31
2184,P108282,C02,2019-04-01,9999-12-31
2185,P108292,C12,2019-04-01,9999-12-31
2186,P108300,C07,2019-04-01,9999-12-31
2187,P108302,C05,2019-04-01,9999-12-31
2188,P108313,C10,2019-04-01,9999-12-31
2189,P108319,C05,2019-04-01,9999-12-31
2190,P108326,C14,2019-04-01,9999-12-31
2191,P108335,C12,2019-04-01,9999-12-31
2192,P108338,C13,2019-04-01,9999-12-31
2193,P108346,C02,2019-04-01,9999-12-31
2194,P108356,C14,2019-04-01,9999-12-31
2195,P108361,C04,2019-04-01,9999-12-31
2196,P108369,C03,2019-04-01,9999-12-31
2197,P108374,C04,2019-04-01,9999-12-31
2198,P108379,C10,2019-04-01,9999-12-31
2199,P108389,C05,2019-04-01,9999-12-31
2200,P108397,C10,2019-04-01,9999-12-31
2201,P102931,C12,2024-06-01,9999-12-31
2202,P105860,C05,2024-06-01,9999-12-31
2203,P102738,C10,2024-06-01,9999-12-31
2204,P105413,C14,2024-06-01,9999-12-31
2205,P100784,C14,2024-06-01,9999-12-31
2206,P101359,C13,2024-06-01,9999-12-31
2207,P102042,C09,2024-06-01,9999-12-31
2208,P101004,C02,2024-06-01,9999-12-31
2209,P102409,C03,2024-06-01,9999-12-31
2210,P107903,C01,2024-06-01,9999-12-31
2211,P105092,C07,2024-06-01,9999-12-31
2212,P102184,C08,2024-06-01,9999-12-31
2213,P100621,C13,2024-06-01,9999-12-31
2214,P104112,C06,2024-06-01,9999-12-31
2215,P104708,C02,2024-06-01,9999-12-31
2216,P104725,C07,2024-06-01,9999-12-31
2217,P108206,C12,2024-06-01,9999-12-31
2218,P105562,C08,2024-06-01,9999-12-31
2219,P106399,C11,2024-06-01,9999-12-31
2220,P102845,C06,2024-06-01,9999-12-31
2221,P107072,C12,2024-06-01,9999-12-31
2222,P106009,C14,2024-06-01,9999-12-31
2223,P102549,C12,2024-06-01,9999-12-31
2224,P107826,C10,2024-06-01,9999-12-31
